id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
assistant_medical_procedure,assistant_medical_procedure,model_medical_procedure,medical.group_medical_assistant,1,1,1,0
center_manager_medical_procedure,center_manager_medical_procedure,model_medical_procedure,medical.group_medical_center_manager,1,0,0,0
doctor_medical_procedure,doctor_medical_procedure,model_medical_procedure,medical.group_medical_doctor,1,1,1,0
user_medical_procedure,user_medical_procedure,model_medical_procedure,medical.group_medical_user,1,1,1,0
configurator_medical_procedure,configurator_medical_procedure,model_medical_procedure,medical.group_medical_configurator,1,1,1,1
assistant_medical_procedure_request,assistant_medical_procedure_request,model_medical_procedure_request,medical.group_medical_assistant,1,1,1,0
center_manager_medical_procedure_request,center_manager_medical_procedure_request,model_medical_procedure,medical.group_medical_center_manager,1,0,0,0
doctor_medical_procedure_request,doctor_medical_procedure_request,model_medical_procedure_request,medical.group_medical_doctor,1,1,1,0
user_medical_procedure_request,user_medical_procedure_request,model_medical_procedure_request,medical.group_medical_user,1,1,1,0
configurator_medical_procedure_request,configurator_medical_procedure_request,model_medical_procedure_request,medical.group_medical_configurator,1,1,1,1
